strain	gisaid_epi_isl	genbank_accession	submitting_lab	authors	originating_lab	url
hCoV-19/Denmark/DCGC-25789/2021	EPI_ISL_818283		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36354/2021	EPI_ISL_927495		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40326/2021	EPI_ISL_972003		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43614/2021	EPI_ISL_1023992		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36365/2021	EPI_ISL_927506		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-29179/2021	EPI_ISL_843226		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-21677/2020	EPI_ISL_757882		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44606/2021	EPI_ISL_1024984		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-22191/2020	EPI_ISL_757893		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43615/2021	EPI_ISL_1023993		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40331/2021	EPI_ISL_972008		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-18425/2020	EPI_ISL_749290		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-44136/2021	EPI_ISL_1024514		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36373/2021	EPI_ISL_927514		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-31080/2021	EPI_ISL_847199		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36379/2021	EPI_ISL_927520		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40334/2021	EPI_ISL_972011		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40341/2021	EPI_ISL_972018		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-31839/2021	EPI_ISL_856255		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43899/2021	EPI_ISL_1024277		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40344/2021	EPI_ISL_972021		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36407/2021	EPI_ISL_927548		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33739/2021	EPI_ISL_870749		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36411/2021	EPI_ISL_927552		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40349/2021	EPI_ISL_972026		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-63825/2020	EPI_ISL_1872396		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43384/2021	EPI_ISL_1023726		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-21233/2020	EPI_ISL_758888		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40361/2021	EPI_ISL_972038		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43385/2021	EPI_ISL_1023728		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36443/2021	EPI_ISL_927584		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43386/2021	EPI_ISL_1023730		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40369/2021	EPI_ISL_972046		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40370/2021	EPI_ISL_972047		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40371/2021	EPI_ISL_972048		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36451/2021	EPI_ISL_927592		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-24766/2020	EPI_ISL_795195		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43387/2021	EPI_ISL_1023731		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43388/2021	EPI_ISL_1023732		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33749/2021	EPI_ISL_870759		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-20604/2020	EPI_ISL_758877		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-25806/2021	EPI_ISL_818294		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-29702/2020	EPI_ISL_843749		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40382/2021	EPI_ISL_972059		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-27097/2020	EPI_ISL_817321		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40383/2021	EPI_ISL_972060		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36478/2021	EPI_ISL_927619		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46489/2021	EPI_ISL_1065999		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36492/2021	EPI_ISL_927633		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36493/2021	EPI_ISL_927634		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36500/2021	EPI_ISL_927641		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43622/2021	EPI_ISL_1024000		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36506/2021	EPI_ISL_927647		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32051/2021	EPI_ISL_856467		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36515/2021	EPI_ISL_927656		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43624/2021	EPI_ISL_1024002		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40403/2021	EPI_ISL_972080		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46509/2021	EPI_ISL_1066019		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30641/2021	EPI_ISL_847184		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36520/2021	EPI_ISL_927661		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-17002/2020	EPI_ISL_750287		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36527/2021	EPI_ISL_927668		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40409/2021	EPI_ISL_972086		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46520/2020	EPI_ISL_1066030		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-27300/2020	EPI_ISL_817327		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43391/2021	EPI_ISL_1023735		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40420/2021	EPI_ISL_972097		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-33058/2021	EPI_ISL_870062		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36559/2021	EPI_ISL_927700		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36561/2021	EPI_ISL_927702		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46538/2021	EPI_ISL_1066048		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-64827/2021	EPI_ISL_1873398		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36570/2021	EPI_ISL_927711		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-28510/2021	EPI_ISL_844719		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30943/2021	EPI_ISL_847192		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40427/2021	EPI_ISL_972104		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40428/2021	EPI_ISL_972105		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-21246/2020	EPI_ISL_758889		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40430/2021	EPI_ISL_972107		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43392/2021	EPI_ISL_1023736		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36578/2021	EPI_ISL_927719		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43626/2021	EPI_ISL_1024004		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-23080/2020	EPI_ISL_793185		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-65060/2021	EPI_ISL_1873631		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46559/2020	EPI_ISL_1066069		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-43627/2021	EPI_ISL_1024005		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46560/2021	EPI_ISL_1066070		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-30650/2021	EPI_ISL_847185		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40447/2021	EPI_ISL_972124		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-46561/2020	EPI_ISL_1066071		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36597/2021	EPI_ISL_927738		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36602/2021	EPI_ISL_927743		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40455/2021	EPI_ISL_972132		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-32756/2021	EPI_ISL_869760		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40456/2021	EPI_ISL_972133		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36606/2021	EPI_ISL_927747		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-40457/2021	EPI_ISL_972134		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
hCoV-19/Denmark/DCGC-36609/2021	EPI_ISL_927750		Albertsen Lab, Department of Chemistry and Bioscience, Aalborg University, Denmark	Danish Covid-19 Genome Consortium	Department of Virus and Microbiological Special Diagnostics, Statens Serum Institut, Copenhagen, Denmark	https://www.gisaid.org
